Price,Close,High,Low,Open,Volume
Ticker,MLM,MLM,MLM,MLM,MLM
Date,,,,,
2000-01-03,29.381155014038086,29.970591765862924,29.199789859630442,29.83456790005719,147600
2000-01-04,28.97310447692871,29.38117637096996,28.474349939767183,29.199811084729404,145100
2000-01-05,30.46933937072754,30.832069601331437,28.97307716948645,28.97307716948645,429900
2000-01-06,32.736412048339844,32.91777721204256,30.197299756501852,30.5146887929816,481300
2000-01-07,34.09663391113281,35.09414181810744,32.23764190268009,32.55503078217202,464500
2000-01-10,33.59791946411133,34.86747647490096,33.5072368204835,34.45940457857572,238800
2000-01-11,33.280513763427734,34.36870494915289,32.82710076937558,33.7792680568851,188100
2000-01-12,34.414024353027344,34.640730705814086,33.28049258909364,33.28049258909364,337100
2000-01-13,35.81960678100586,36.000971878631205,34.640733646441106,34.640733646441106,363300
2000-01-14,34.23268508911133,36.273043803031875,33.733930736819644,35.864972060247766,172100
2000-01-18,33.86994552612305,34.77677137688939,33.18982613804829,34.14199328135295,194200
2000-01-19,33.64323043823242,34.2326670901152,33.235158910005886,34.05130196645896,117800
2000-01-20,32.10164260864258,33.64324691470733,31.965618699283926,33.64324691470733,174600
2000-01-21,31.82958221435547,32.60038406285126,31.648217073532933,32.37367763682309,74500
2000-01-24,32.555057525634766,32.60039883138078,31.376183576238525,32.101644468174676,125700
2000-01-25,31.14947509765625,32.14698376162777,30.922768583117268,31.738912035457606,128600
2000-01-26,31.37618064880371,32.32834798063157,30.741402427585136,31.330839347288098,265600
2000-01-27,31.738901138305664,31.965607575007848,30.69605152947562,31.42151212692261,189100
2000-01-28,31.920265197753906,32.41901934146881,31.013439481908623,31.78424134037711,261000
2000-01-31,30.46933937072754,31.82957773549216,30.2426329766001,31.82957773549216,153800
2000-02-01,30.560026168823242,30.92275644975883,30.3333197432385,30.560026168823242,190500
2000-02-02,31.466854095458984,31.557536672102955,30.696052193985203,30.696052193985203,191600
2000-02-03,32.192317962646484,32.283000548456755,31.285492104543767,31.466857276164312,191100
2000-02-04,31.784244537353516,32.46436389264639,31.19480776276636,32.05629227947066,168800
2000-02-07,31.466854095458984,31.738901825390904,31.19480636552706,31.602877960424944,70900
2000-02-08,30.46933937072754,31.738895177841183,30.469339370727536,31.60287134136472,134900
2000-02-09,29.743881225585938,30.832072002131763,29.653198660873784,30.832072002131763,120000
2000-02-10,29.018428802490234,29.74388952255249,28.655698442459105,29.74388952255249,159300
2000-02-11,28.746366500854492,29.29046176585489,28.565001412521024,29.109096677521425,97000
2000-02-14,28.29295539855957,28.70102687065418,27.794201377110603,28.565003046622643,141400
2000-02-15,28.655689239501953,29.199784604808954,28.066252593752704,28.383641556848456,175400
2000-02-16,28.655689239501953,29.471832287462455,28.519665398175206,28.837054361270955,121200
2000-02-17,28.882394790649414,29.01841862796801,28.38364072048121,28.56500583690601,138700
2000-02-18,28.020923614501953,28.837067020749583,27.83955841311359,28.70104311970831,102800
2000-02-22,27.9755859375,28.066268549939224,27.5675141815235,28.066268549939224,184300
2000-02-23,27.567501068115234,27.88489006067577,27.20477079090319,27.88489006067577,222000
2000-02-24,26.524660110473633,27.522168695824778,26.025905817798062,27.522168695824778,590900
2000-02-25,26.61533546447754,27.386137343346565,26.252605168539173,26.52465289049295,157200
2000-02-28,26.75547981262207,26.846484845998337,26.07294206230008,26.39145967911701,122800
2000-02-29,25.84544563293457,27.483537257557185,25.845445632934574,26.66449144524588,273200
2000-03-01,26.664487838745117,26.937503072588925,25.890944676187665,25.890944676187665,160200
2000-03-02,26.800992965698242,27.984058869107674,26.70998789620521,27.301520847909924,257200
2000-03-03,27.256010055541992,27.438020139385344,26.84648736689445,26.937492408816126,363200
2000-03-06,26.983007431030273,27.30152522532574,26.983007431030273,27.256022683283533,84100
2000-03-07,27.028493881225586,27.165001426080263,26.573468731710005,27.02849388122559,107400
2000-03-08,28.07506561279297,28.484588449932573,27.028507251213973,27.028507251213973,156400
2000-03-09,28.16606330871582,28.439078461950547,27.756540578863735,28.07505825763758,128000
2000-03-10,28.939598083496094,29.30361818517529,28.075050342008,28.075050342008,70900
2000-03-13,28.62108039855957,29.212613061804838,28.348065323215597,28.757587936231552,87800
2000-03-14,27.438020706176758,28.53008123179573,26.93749296526806,28.30256862229178,153400
2000-03-15,31.078214645385742,31.669747281388695,27.438013808444516,27.438013808444516,246200
2000-03-16,34.627437591552734,35.76500124436327,31.260249179233547,31.260249179233547,463800
2000-03-17,33.26234436035156,34.49091248310052,32.71631408357425,34.217897344711865,200700
2000-03-20,34.21788024902344,35.30994025697099,33.353332742731624,33.353332742731624,216700
2000-03-21,33.48986053466797,34.67292626007744,33.48986053466797,34.399911092675254,179500
2000-03-22,32.9438362121582,33.85388693625097,32.76182606733965,33.76288186384169,193200
2000-03-23,33.94488525390625,34.53641810685636,33.216844819506115,33.30784987380613,298900
2000-03-24,33.171321868896484,34.3088843472537,32.625291879285015,33.8993618550451,206400
2000-03-27,33.12583541870117,33.9448807999328,32.71631272808536,32.98932785516257,137800
2000-03-28,33.03483963012695,33.808382706865466,32.6708193587206,33.21684976583013,135300
2000-03-29,32.80732727050781,33.125845010998184,31.942779117748245,32.67081966744051,235300
2000-03-30,32.76182174682617,34.081395122740005,32.48880656560262,32.89832933743795,202200
2000-03-31,34.581912994384766,34.581912994384766,33.03482741305703,33.03482741305703,240300
2000-04-03,34.035892486572266,34.94594308781751,33.808379836260954,34.58192284731942,203600
2000-04-04,32.76182174682617,34.30890777375963,32.21579138437907,34.217902713351776,157800
2000-04-05,33.535362243652344,34.035890038333726,32.30679402034351,32.30679402034351,145300
2000-04-06,33.26234436035156,33.53535949874022,32.30679137599125,33.39885192954589,199400
2000-04-07,33.03483963012695,33.30785483368172,32.80732696049798,33.08034216405275,136300
2000-04-10,33.48986053466797,34.53641867637634,32.9438301998636,33.034835255664326,216900
2000-04-11,34.900447845458984,35.12796054327815,33.171351342033375,33.4898691189802,148400
2000-04-12,35.264461517333984,36.12900960614605,34.85493873842301,34.85493873842301,328300
2000-04-13,35.264461517333984,35.58297923426475,35.21895898634388,35.3099640483241,102300
2000-04-14,34.21788024902344,35.26443775663984,33.8083577460431,35.1279302556464,149200
2000-04-17,34.53640365600586,35.036931245223336,33.717358510013625,34.26338860734178,203300
2000-04-18,36.44752502441406,36.9480528337381,33.944885977793874,34.536418843358646,307000
2000-04-19,39.31417465209961,39.45068220297495,36.402013566758896,36.447516083717346,272700
2000-04-20,38.58614730834961,40.04222833885337,37.585091599878275,39.08667516258527,262700
2000-04-24,38.31312942504883,38.81365724414092,37.903606663973484,38.81365724414092,230500
2000-04-25,39.49619674682617,40.22423723985522,37.903608168325114,38.35863347646827,256300
2000-04-26,38.358638763427734,39.86022248726299,38.222131152169986,39.67821233891932,161200
2000-04-27,37.9491081237793,38.5406409842219,37.63059042969482,38.5406409842219,104400
2000-04-28,38.58614730834961,38.85916250156907,38.13112198631718,38.13112198631718,132100
2000-05-01,39.35966873168945,39.9512013253449,38.58612610921694,38.58612610921694,164600
2000-05-02,38.26762008666992,38.95015790034418,37.22106210570273,38.49513269122801,214600
2000-05-03,37.585086822509766,38.08561461312431,37.03905650547573,38.08561461312431,97000
2000-05-04,38.13113021850586,38.404145470667,37.40308954607615,37.6761047982373,106800
2000-05-05,38.22211456298828,38.54063218434652,37.6305818376087,38.313119597662066,175500
2000-05-08,38.631649017333984,38.90466420473564,38.13112117376429,38.40413636116594,116900
2000-05-09,39.17768859863281,39.17768859863281,38.63165809551598,38.63165809551598,91800
2000-05-10,38.76813507080078,39.31416514222051,38.54062254104256,38.995647600559,239800
2000-05-11,39.13217544555664,39.541698211847354,38.859160268029505,38.95016532720522,137200
2000-05-12,38.90467834472656,39.9967394912452,38.72266815364012,39.132191083584615,125800
2000-05-15,38.90467834472656,39.632719109072326,38.54065796255368,38.813673249183346,150200
2000-05-16,39.17768859863281,39.63271401789684,39.0411809728536,39.086683514780006,121100
2000-05-17,39.0866813659668,39.177686444816544,37.90361534092007,39.177686444816544,154200
2000-05-18,37.90360641479492,38.95016457510739,37.31207354157483,38.85915951768891,123500
2000-05-19,36.993560791015625,37.994616556578166,36.493032908234355,37.994616556578166,122400
2000-05-22,38.04011154174805,38.63164437672738,37.312071129465785,37.312071129465785,112200
2000-05-23,37.49407958984375,37.858099780036405,37.084556875877006,37.858099780036405,126000
2000-05-24,37.40305709838867,37.44855960094145,36.58401205243855,37.40305709838867,120200
2000-05-25,37.22106170654297,38.49513227840508,36.8570415431538,38.40412723755779,138100
2000-05-26,35.764984130859375,37.31206995840291,35.21895383878519,37.31206995840291,116800
2000-05-30,35.40365219116211,37.00046640081504,35.40365219116211,35.90550808562446,156900
2000-05-31,35.723018646240234,36.0880047882197,35.677395378492804,35.768641913987665,180700
2000-06-01,35.90549087524414,35.90549087524414,35.12989577374586,35.85986763397953,148400
2000-06-02,36.407379150390625,37.046105100397476,35.90552304681381,35.90552304681381,312400
2000-06-05,36.08799362182617,36.86358893354683,35.31239831010551,36.452979650871185,168200
2000-06-06,36.270477294921875,36.544216746204306,35.540505424835395,35.996737843639444,177600
2000-06-07,36.08799362182617,36.40735639724056,35.814254100042405,36.179240129087425,119800
2000-06-08,35.90549087524414,36.316100046625586,35.72299791018572,35.90549087524414,186400
2000-06-09,36.22488021850586,36.31612676817464,36.042387119168296,36.08801039400269,151500
2000-06-12,34.126197814941406,36.179244474931195,33.76121174205433,36.13362121582031,139700
2000-06-13,34.49119186401367,35.08429436961179,34.308698785368094,34.308698785368094,203000
2000-06-14,33.44184112548828,34.49117584020347,33.35059462855652,34.49117584020347,171500
2000-06-15,32.07315444946289,33.487475627177474,31.799414866679424,33.487475627177474,337900
2000-06-16,31.297565460205078,32.164407652251576,30.93257927408024,31.84504473939234,402700
2000-06-19,30.47633934020996,31.11506501500478,30.202599765297897,31.11506501500478,307800
2000-06-20,31.525676727294922,31.936286120269823,30.248225282484132,30.47634161191463,320900
2000-06-21,31.662540435791016,32.07314974979983,31.480047407342653,31.480047407342653,458300
2000-06-22,31.57129669189453,31.936282780818168,31.388803647432713,31.57129669189453,290400
2000-06-23,30.613204956054688,31.79940961903147,30.339465418444657,31.57129333768978,128500
2000-06-26,29.974483489990234,31.571297678954707,29.746367177281023,31.571297678954707,197200
2000-06-27,30.293855667114258,31.38881430568465,29.88324617765036,30.156985837292957,212200
2000-06-28,30.065744400024414,30.56760052809766,29.518264987580874,30.293860821875892,121500
2000-06-29,29.837610244750977,30.704452132595424,29.791986987496006,30.248219560045715,206500
2000-06-30,29.52964973449707,30.567578713191253,29.426997417922923,29.837606684219523,211600
2000-07-03,30.385087966918945,30.476334477330113,29.472622862807267,29.563869373218434,46000
2000-07-05,30.886938095092773,30.886938095092777,29.426994196949543,29.746356924668376,135900
2000-07-06,30.978191375732422,30.978191375732422,30.385089037169063,30.79569834848216,174500
2000-07-07,30.613204956054688,31.115060775006402,30.613204956054684,30.88694449366471,154100
2000-07-10,30.704456329345703,30.932572646799983,30.521963275382284,30.65883306585485,119300
