Price,Close,High,Low,Open,Volume
Ticker,AEP,AEP,AEP,AEP,AEP
Date,,,,,
2000-01-03,10.137260437011719,10.318642830516898,10.036492440619952,10.318642830516898,396900
2000-01-04,10.2581787109375,10.298485896442166,10.117103561671168,10.117103561671168,325500
2000-01-05,10.641103744506836,10.68141095566027,10.258185238549203,10.258185238549203,392200
2000-01-06,10.701556205749512,10.862784924480202,10.560481076860158,10.560481076860158,433000
2000-01-07,10.842636108398438,10.882943305827427,10.661253719967979,10.762021713540456,250500
2000-01-10,10.80233097076416,10.90309898355114,10.782177368206764,10.842638175878951,307700
2000-01-11,10.842636108398438,10.862789707112931,10.802328910969447,10.802328910969447,223000
2000-01-12,10.923249244689941,10.943402841082358,10.80232766633544,10.822481262727857,252500
2000-01-13,10.903093338012695,10.963554114378756,10.842632561646637,10.923246930134717,222400
2000-01-14,10.903093338012695,10.923246930134717,10.802325377402598,10.923246930134717,529900
2000-01-18,10.641103744506836,10.882947011427445,10.641103744506836,10.862793405850727,363800
2000-01-19,10.782177925109863,10.842638735904872,10.64110269992151,10.64110269992151,215500
2000-01-20,10.661251068115234,10.76201903662294,10.661251068115234,10.76201903662294,278800
2000-01-21,10.963563919067383,10.963563919067383,10.701566987177905,10.741874207468594,345000
2000-01-24,10.923249244689941,11.104631612221693,10.923249244689941,10.963556437474775,855500
2000-01-25,10.60079574584961,11.00386782744085,10.520181329531361,10.923253411122602,964400
2000-01-26,10.862788200378418,10.862788200378418,10.600791453430515,10.681405837106793,508500
2000-01-27,10.82248592376709,11.003868369416818,10.741871503478322,10.862793133911474,923900
2000-01-28,10.641103744506836,10.84263980027401,10.6007965333534,10.822486194697293,357300
2000-01-31,10.80233097076416,10.822484573321555,10.641102150304993,10.701562957977181,209900
2000-02-01,10.862788200378418,10.882941796297487,10.661252241187723,10.80232741262121,318200
2000-02-02,10.842636108398438,10.983711299399904,10.822482509683942,10.842636108398438,765300
2000-02-03,11.205402374267578,11.225555975660146,10.86279115059393,10.86279115059393,536200
2000-02-04,10.983712196350098,11.265862601393954,10.92325139526927,11.265862601393954,1106200
2000-02-07,10.862788200378418,10.963556179973764,10.82248100854028,10.963556179973764,2040500
2000-02-08,10.936657905578613,10.998215079531212,10.854581673641812,10.875100731626013,461400
2000-02-09,10.690430641174316,10.916140309222142,10.669911580442696,10.916140309222142,307500
2000-02-10,10.382643699645996,10.690429580070283,10.321086523561139,10.690429580070283,399000
2000-02-11,10.444197654724121,10.485235759457812,10.28004523578936,10.382640497623587,339400
2000-02-14,10.42368221282959,10.608353748096254,10.403163153355516,10.444201272303664,317600
2000-02-15,10.280045509338379,10.444197932641186,10.280045509338379,10.423678879728335,234600
2000-02-16,10.074857711791992,10.28004829655354,10.074857711791992,10.218491121125076,367900
2000-02-17,9.992779731750488,10.09537500620378,9.951741621969173,10.09537500620378,287100
2000-02-18,9.828629493713379,9.910705731656707,9.787591374741716,9.890186672170875,510500
2000-02-22,9.992779731750488,10.033817841531805,9.828627292625224,9.849146347515882,410600
2000-02-23,9.84914493560791,9.97225924730301,9.726030623912811,9.97225924730301,356400
2000-02-24,9.500322341918945,9.787589108197272,9.31565084931145,9.767070053463106,653000
2000-02-25,9.254096984863281,9.479806667420922,9.192539798711197,9.479806667420922,798200
2000-02-28,9.438766479492188,9.561880824876868,9.233575903851053,9.315652134107507,335700
2000-02-29,9.233577728271484,9.438768344455296,9.213058666653104,9.438768344455296,365600
2000-03-01,9.048907279968262,9.254097921237383,9.02838821584135,9.233578857110471,324200
2000-03-02,9.048907279968262,9.13098353647591,9.048907279968262,9.048907279968262,455900
2000-03-03,8.96683120727539,9.130983723655719,8.884754949085227,9.048907465465554,595000
2000-03-06,8.597488403320312,8.966831580551256,8.515412141713435,8.966831580551256,386100
2000-03-07,8.864233016967773,9.172018885612488,8.72059961160024,8.761637727419537,828200
2000-03-08,8.782161712646484,8.843718920912698,8.741123573802343,8.782161712646484,442100
